null,0
(34.2869, -118.4152),27
(34.2869, -118.4878),13
(34.2869, -118.4893),10
(34.2869, -118.5039),11
(34.2869, -118.5164),17
(34.2869, -118.5362),2
(34.2869, -118.5516),5
(34.2869, -118.5561),5
(34.2869, -118.5689),2
(34.2869, -118.5706),4
(34.287, -118.4019),1
(34.287, -118.4083),14
(34.287, -118.4558),26
(34.287, -118.491),13
(34.287, -118.507),59
(34.287, -118.5088),7
(34.287, -118.5319),3
(34.287, -118.5396),7
(34.287, -118.563),8
(34.287, -118.5919),2
(34.2871, -118.4084),6
(34.2871, -118.4086),1
(34.2871, -118.4539),21
(34.2871, -118.4584),10
(34.2871, -118.4614),11
(34.2871, -118.4697),3
(34.2871, -118.5208),12
(34.2872, -118.4012),1
(34.2872, -118.4085),1
(34.2872, -118.4102),19
(34.2872, -118.4114),9
(34.2872, -118.4853),3
(34.2873, -118.4554),1
(34.2873, -118.5021),76
(34.2874, -118.4133),5
(34.2874, -118.4586),15
(34.2875, -118.4181),27
(34.2875, -118.455),9
(34.2875, -118.4946),3
(34.2875, -118.5034),10
(34.2875, -118.5138),17
(34.2875, -118.5513),30
(34.2875, -118.5857),1
(34.2875, -118.5859),1
(34.2876, -118.4897),8
(34.2876, -118.5204),2
(34.2876, -118.5472),2
(34.2877, -118.5548),12
(34.2877, -118.5646),2
(34.2877, -118.5839),1
(34.2878, -118.4127),5
(34.2878, -118.4895),7
(34.2878, -118.511),1
(34.2878, -118.5121),1
(34.2878, -118.5329),22
(34.2878, -118.536),21
(34.2878, -118.5367),5
(34.2878, -118.5591),1
(34.2879, -118.4528),21
(34.2879, -118.4911),2
(34.2879, -118.4971),12
(34.2879, -118.5406),5
(34.2879, -118.5537),12
(34.288, -118.4008),14
(34.288, -118.4151),13
(34.288, -118.421),3
(34.288, -118.4385),1
(34.288, -118.456),8
(34.288, -118.4588),27
(34.288, -118.486),20
(34.288, -118.4914),11
(34.288, -118.5119),4
(34.288, -118.5276),11
(34.2881, -118.4011),1
(34.2881, -118.5448),18
(34.2881, -118.5479),15
(34.2881, -118.5629),1
(34.2882, -118.5117),7
(34.2883, -118.4096),36
(34.2883, -118.4113),38
(34.2883, -118.4571),16
(34.2883, -118.4698),1
(34.2883, -118.5496),6
(34.2884, -118.4133),24
(34.2884, -118.4168),1
(34.2884, -118.4925),8
(34.2885, -118.4157),2
(34.2885, -118.4535),7
(34.2885, -118.5055),13
(34.2885, -118.5161),4
(34.2885, -118.5504),4
(34.2885, -118.5523),3
(34.2885, -118.5651),2
(34.2886, -118.5065),9
(34.2886, -118.5416),5
(34.2887, -118.2903),1
(34.2887, -118.4517),41
(34.2887, -118.4518),9
(34.2887, -118.4542),40
(34.2887, -118.4867),17
(34.2887, -118.4896),1
(34.2887, -118.4915),6
(34.2887, -118.5019),38
(34.2887, -118.5074),2
(34.2887, -118.51),2
(34.2888, -118.4102),2
(34.2888, -118.4552),18
(34.2888, -118.5083),10
(34.2888, -118.5093),8
(34.2888, -118.5184),12
(34.2888, -118.5582),1
(34.2889, -118.4161),14
(34.2889, -118.4562),1
(34.2889, -118.4572),1
(34.2889, -118.4589),3
(34.2889, -118.4637),2
(34.2889, -118.4884),5
(34.2889, -118.5291),1
(34.2889, -118.5519),4
(34.289, -118.5649),4
(34.2891, -118.4135),15
(34.2891, -118.5037),7
(34.2891, -118.5294),2
(34.2891, -118.5392),7
(34.2891, -118.5415),11
(34.2891, -118.5531),3
(34.2891, -118.5538),12
(34.2892, -118.4122),11
(34.2892, -118.4528),73
(34.2893, -118.5029),13
(34.2893, -118.5298),12
(34.2893, -118.535),9
(34.2893, -118.5406),5
(34.2894, -118.4508),100
(34.2894, -118.5252),2
(34.2894, -118.5607),3
(34.2895, -118.4498),2
(34.2895, -118.4572),22
(34.2895, -118.4945),14
(34.2895, -118.5158),7
(34.2895, -118.5227),8
(34.2896, -118.2898),1
(34.2896, -118.414),36
(34.2896, -118.4637),3
(34.2896, -118.4898),5
(34.2896, -118.5039),1
(34.2896, -118.5042),6
(34.2897, -118.4153),20
(34.2897, -118.4877),18
(34.2897, -118.5432),2
(34.2898, -118.4113),14
(34.2898, -118.4503),23
(34.2898, -118.4508),2
(34.2898, -118.5205),5
(34.2898, -118.5219),2
(34.2898, -118.5274),4
(34.2899, -118.461),6
(34.2899, -118.4921),7
(34.2899, -118.5345),1
(34.2899, -118.5364),2
(34.2899, -118.5626),5
(34.29, -118.5063),1
(34.29, -118.5168),8
(34.29, -118.5663),1
(34.2901, -118.4131),6
(34.2901, -118.4174),1
(34.2901, -118.4553),9
(34.2901, -118.5282),1
(34.2901, -118.5607),2
(34.2902, -118.4132),9
(34.2902, -118.4508),2
(34.2902, -118.4613),5
(34.2902, -118.5095),10
(34.2903, -118.5011),1
(34.2903, -118.5072),4
(34.2903, -118.5085),6
(34.2904, -118.4119),37
(34.2904, -118.4495),10
(34.2904, -118.4541),16
(34.2904, -118.4572),2
(34.2904, -118.4582),22
(34.2904, -118.5227),42
(34.2904, -118.5298),4
(34.2904, -118.5404),12
(34.2905, -118.4581),79
(34.2905, -118.4606),20
(34.2905, -118.5052),1
(34.2905, -118.5135),7
(34.2905, -118.5371),19
(34.2905, -118.5455),5
(34.2906, -118.4638),11
(34.2906, -118.502),6
(34.2907, -118.4174),10
(34.2908, -118.449),3
(34.2908, -118.5041),11
(34.2908, -118.5055),7
(34.2908, -118.5371),10
(34.2908, -118.5414),1
(34.2908, -118.5422),8
(34.2908, -118.565),3
(34.2908, -118.5669),7
(34.2909, -118.5466),10
(34.291, -118.4964),12
(34.291, -118.5591),1
(34.2911, -118.47),10
(34.2911, -118.4995),2
(34.2912, -118.4656),17
(34.2912, -118.4891),16
(34.2912, -118.4946),4
(34.2912, -118.5155),6
(34.2912, -118.527),5
(34.2913, -118.4502),183
(34.2913, -118.4575),1
(34.2913, -118.462),13
(34.2913, -118.4624),7
(34.2913, -118.4629),9
(34.2913, -118.4918),5
(34.2913, -118.5424),16
(34.2913, -118.5477),8
(34.2914, -118.4554),24
(34.2914, -118.4918),3
(34.2914, -118.5732),3
(34.2915, -118.4571),1
(34.2915, -118.5661),3
(34.2916, -118.4567),14
(34.2916, -118.5092),2
(34.2916, -118.5443),3
(34.2917, -118.448),4
(34.2917, -118.4497),5
(34.2917, -118.4522),7
(34.2917, -118.4635),3
(34.2917, -118.4644),3
(34.2917, -118.5752),9
(34.2918, -118.4159),14
(34.2918, -118.4506),90
(34.2918, -118.4998),8
(34.2918, -118.5167),5
(34.2918, -118.5385),5
(34.2918, -118.5461),1
(34.2918, -118.5734),2
(34.2919, -118.3914),11
(34.2919, -118.4156),1
(34.2919, -118.4535),4
(34.2919, -118.4582),8
(34.2919, -118.5471),17
(34.2919, -118.5625),4
(34.2919, -118.5762),8
(34.292, -118.4483),28
(34.292, -118.454),3
(34.292, -118.4597),6
(34.292, -118.5012),1
(34.2921, -118.4137),42
(34.2921, -118.5606),1
(34.2921, -118.5653),2
(34.2922, -118.448),13
(34.2922, -118.4549),56
(34.2922, -118.4612),1
(34.2922, -118.5427),3
(34.2922, -118.5431),6
(34.2922, -118.5616),1
(34.2923, -118.4568),2
(34.2923, -118.4633),18
(34.2923, -118.4644),4
(34.2923, -118.4672),3
(34.2923, -118.5422),4
(34.2923, -118.5586),4
(34.2924, -118.4587),3
(34.2924, -118.5078),6
(34.2924, -118.5624),5
(34.2925, -118.4598),1
(34.2925, -118.4988),1
(34.2925, -118.5052),16
(34.2925, -118.5416),10
(34.2925, -118.5445),4
(34.2925, -118.5584),1
(34.2926, -118.4994),2
(34.2926, -118.5676),2
(34.2926, -118.5729),15
(34.2927, -118.4474),27
(34.2927, -118.4513),19
(34.2927, -118.4636),9
(34.2927, -118.4652),4
(34.2927, -118.4667),5
(34.2927, -118.4983),8
(34.2927, -118.5012),2
(34.2927, -118.5053),5
(34.2927, -118.5152),22
(34.2927, -118.541),7
(34.2927, -118.5522),3
(34.2927, -118.5626),2
(34.2928, -118.4144),22
(34.2928, -118.4319),1
(34.2928, -118.4467),1
(34.2928, -118.4473),1
(34.2928, -118.565),2
(34.2929, -118.4515),134
(34.2929, -118.5002),1
(34.2929, -118.5087),8
(34.2929, -118.5339),8
(34.2929, -118.5386),15
(34.2929, -118.5451),10
(34.293, -118.4567),6
(34.293, -118.4944),13
(34.293, -118.5599),2
(34.293, -118.5613),2
(34.293, -118.5666),1
(34.2931, -118.4102),9
(34.2931, -118.4627),10
(34.2931, -118.4698),1
(34.2931, -118.5072),3
(34.2931, -118.551),7
(34.2931, -118.5538),1
(34.2931, -118.5546),4
(34.2932, -118.3998),2
(34.2932, -118.4498),19
(34.2932, -118.501),13
(34.2932, -118.5022),13
(34.2932, -118.5052),6
(34.2932, -118.5436),2
(34.2932, -118.5522),1
(34.2932, -118.5731),4
(34.2933, -118.4473),11
(34.2933, -118.4914),7
(34.2933, -118.5103),4
(34.2933, -118.5197),1
(34.2933, -118.5276),1
(34.2933, -118.5648),1
(34.2934, -118.4133),6
(34.2934, -118.4475),2
(34.2934, -118.5599),3
(34.2935, -118.4131),6
(34.2935, -118.4135),1
(34.2935, -118.4152),53
(34.2935, -118.4494),1
(34.2935, -118.4598),18
(34.2935, -118.5581),2
(34.2935, -118.5594),1
(34.2936, -118.4965),6
(34.2936, -118.508),6
(34.2936, -118.5295),5
(34.2936, -118.5391),5
(34.2936, -118.5491),9
(34.2936, -118.5613),1
(34.2936, -118.5761),4
(34.2937, -118.4133),3
(34.2937, -118.5136),3
(34.2937, -118.5146),1
(34.2937, -118.5444),10
(34.2938, -118.4522),1
(34.2938, -118.4584),1
(34.2938, -118.4631),10
(34.2938, -118.5029),24
(34.2938, -118.5048),10
(34.2938, -118.5258),4
(34.2938, -118.5635),4
(34.2939, -118.4156),75
(34.2939, -118.4481),18
(34.2939, -118.5114),5
(34.2939, -118.5171),4
(34.2939, -118.5182),16
(34.2939, -118.5229),1
(34.2939, -118.5457),1
(34.2939, -118.552),10
(34.294, -118.4497),12
(34.294, -118.4616),6
(34.294, -118.466),1
(34.294, -118.4988),11
(34.294, -118.5077),3
(34.294, -118.5395),1
(34.294, -118.5422),1
(34.294, -118.579),5
(34.2941, -118.4525),2
(34.2941, -118.4581),10
(34.2941, -118.5153),4
(34.2941, -118.5564),2
(34.2941, -118.5613),2
(34.2941, -118.5659),2
(34.2941, -118.5735),3
(34.2942, -118.4452),1
(34.2942, -118.4658),3
(34.2942, -118.5118),97
(34.2942, -118.5439),6
(34.2942, -118.5587),6
(34.2943, -118.452),28
(34.2943, -118.4564),1
(34.2943, -118.4577),33
(34.2943, -118.5138),20
(34.2943, -118.5423),3
(34.2943, -118.5458),16
(34.2943, -118.5475),7
(34.2943, -118.5479),3
(34.2943, -118.571),7
(34.2944, -118.451),5
(34.2944, -118.5122),2
(34.2944, -118.5399),3
(34.2944, -118.5489),12
(34.2944, -118.5765),3
(34.2945, -118.4091),13
(34.2945, -118.4455),3
(34.2945, -118.4466),11
(34.2945, -118.46),28
(34.2945, -118.5506),5
(34.2945, -118.5556),2
(34.2945, -118.5628),7
(34.2945, -118.5818),2
(34.2946, -118.4653),9
(34.2946, -118.506),7
(34.2947, -118.4119),3
(34.2947, -118.4464),18
(34.2947, -118.4497),3
(34.2947, -118.5135),8
(34.2947, -118.5191),7
(34.2947, -118.5346),11
(34.2947, -118.5621),7
(34.2948, -118.4584),19
(34.2948, -118.5009),2
(34.2948, -118.5157),3
(34.2948, -118.5403),12
(34.2948, -118.5613),1
(34.2948, -118.5665),8
(34.2949, -118.4571),16
(34.2949, -118.464),12
(34.2949, -118.542),4
(34.295, -118.4954),7
(34.295, -118.5586),5
(34.295, -118.5614),3
(34.295, -118.5788),1
(34.2951, -118.5035),1
(34.2951, -118.5051),9
(34.2951, -118.5272),5
(34.2951, -118.5493),1
(34.2951, -118.5567),3
(34.2951, -118.5741),4
(34.2952, -118.4112),58
(34.2952, -118.4555),13
(34.2952, -118.4632),2
(34.2952, -118.501),3
(34.2952, -118.5716),6
(34.2953, -118.459),4
(34.2953, -118.5548),1
(34.2954, -118.4201),19
(34.2954, -118.4612),51
(34.2954, -118.4886),44
(34.2954, -118.4982),9
(34.2954, -118.5281),6
(34.2954, -118.5359),5
(34.2954, -118.559),2
(34.2954, -118.56),1
(34.2955, -118.4489),6
(34.2955, -118.4954),16
(34.2955, -118.503),1
(34.2955, -118.5137),22
(34.2955, -118.5184),9
(34.2955, -118.5475),6
(34.2955, -118.5661),2
(34.2955, -118.5763),2
(34.2956, -118.4204),8
(34.2956, -118.4437),9
(34.2956, -118.447),20
(34.2956, -118.4537),21
(34.2956, -118.4563),14
(34.2956, -118.4632),13
(34.2956, -118.4941),4
(34.2956, -118.4982),3
(34.2956, -118.5123),1
(34.2956, -118.5232),2
(34.2956, -118.5491),6
(34.2956, -118.5511),6
(34.2956, -118.5603),2
(34.2957, -118.4104),1
(34.2957, -118.4505),34
(34.2957, -118.5011),5
(34.2957, -118.5017),1
(34.2957, -118.512),14
(34.2957, -118.5437),7
(34.2957, -118.5572),2
(34.2957, -118.5599),2
(34.2958, -118.4206),1
(34.2958, -118.5078),4
(34.2958, -118.5515),2
(34.2958, -118.5553),6
(34.2959, -118.443),4
(34.2959, -118.4549),68
(34.2959, -118.4572),6
(34.2959, -118.5054),15
(34.2959, -118.5235),1
(34.2959, -118.5458),10
(34.2959, -118.5469),7
(34.2959, -118.5559),1
(34.2959, -118.5785),9
(34.296, -118.4501),1
(34.296, -118.4582),20
(34.296, -118.5144),7
(34.296, -118.5415),9
(34.296, -118.5632),3
(34.296, -118.5724),8
(34.2961, -118.4935),9
(34.2961, -118.5068),17
(34.2961, -118.5462),1
(34.2961, -118.5499),3
(34.2961, -118.5568),8
(34.2962, -118.4088),23
(34.2962, -118.4448),19
(34.2962, -118.4477),5
(34.2962, -118.5107),1
(34.2962, -118.551),1
(34.2962, -118.5747),5
(34.2963, -118.4124),10
(34.2963, -118.4447),17
(34.2963, -118.4497),2
(34.2963, -118.4555),13
(34.2963, -118.4624),4
(34.2963, -118.5031),2
(34.2963, -118.5455),12
(34.2963, -118.5591),7
(34.2964, -118.4198),9
(34.2964, -118.5045),6
(34.2964, -118.5209),6
(34.2964, -118.5607),6
(34.2965, -118.5173),18
(34.2965, -118.5418),2
(34.2965, -118.5487),2
(34.2966, -118.5165),3
(34.2966, -118.5365),6
(34.2967, -118.4187),32
(34.2967, -118.4194),5
(34.2967, -118.423),40
(34.2967, -118.4518),2
(34.2967, -118.5508),10
(34.2968, -118.4422),43
(34.2968, -118.4485),17
(34.2968, -118.4553),24
(34.2968, -118.4596),57
(34.2968, -118.463),9
(34.2968, -118.5192),6
(34.2968, -118.5442),16
(34.2968, -118.5477),7
(34.2969, -118.4217),21
(34.2969, -118.4455),5
(34.2969, -118.5196),7
(34.2969, -118.5555),4
(34.2969, -118.5765),12
(34.2969, -118.578),3
(34.297, -118.419),1
(34.297, -118.5015),5
(34.297, -118.5565),6
(34.297, -118.5749),3
(34.2971, -118.4174),1
(34.2971, -118.4467),24
(34.2971, -118.4984),5
(34.2971, -118.5604),1
(34.2972, -118.4524),9
(34.2972, -118.4614),22
(34.2972, -118.4984),9
(34.2972, -118.5032),5
(34.2973, -118.409),94
(34.2973, -118.4207),16
(34.2973, -118.4222),13
(34.2973, -118.4429),1
(34.2973, -118.4479),2
(34.2973, -118.4568),6
(34.2973, -118.4636),38
(34.2973, -118.5072),5
(34.2973, -118.5151),2
(34.2973, -118.5153),3
(34.2973, -118.5165),1
(34.2973, -118.5455),7
(34.2973, -118.5584),1
(34.2974, -118.506),3
(34.2974, -118.5091),9
(34.2974, -118.5133),5
(34.2974, -118.5141),6
(34.2974, -118.5629),1
(34.2975, -118.4431),41
(34.2975, -118.4449),34
(34.2975, -118.4495),59
(34.2975, -118.4528),56
(34.2975, -118.5123),17
(34.2975, -118.5165),2
(34.2975, -118.521),1
(34.2976, -118.4432),3
(34.2976, -118.4505),42
(34.2976, -118.5016),3
(34.2976, -118.5166),1
(34.2976, -118.5231),2
(34.2976, -118.5374),1
(34.2976, -118.5603),8
(34.2976, -118.5622),2
(34.2977, -118.5183),8
(34.2977, -118.5236),6
(34.2977, -118.5435),11
(34.2978, -118.4198),50
(34.2978, -118.4428),19
(34.2978, -118.4479),1
(34.2978, -118.5133),6
(34.2979, -118.4213),19
(34.2979, -118.5166),19
(34.2979, -118.5201),5
(34.2979, -118.5765),9
(34.2979, -118.5776),8
(34.298, -118.5075),4
(34.298, -118.5092),3
(34.298, -118.5164),1
(34.2981, -118.447),7
(34.2981, -118.5032),4
(34.2981, -118.5112),4
(34.2981, -118.5162),2
(34.2982, -118.4537),30
(34.2982, -118.458),21
(34.2982, -118.4648),3
(34.2982, -118.4957),21
(34.2982, -118.5075),2
(34.2982, -118.5105),9
(34.2982, -118.5271),3
(34.2982, -118.5378),2
(34.2983, -118.5099),9
(34.2984, -118.5016),6
(34.2984, -118.5052),8
(34.2984, -118.5272),2
(34.2985, -118.4205),159
(34.2985, -118.4466),17
(34.2985, -118.4687),8
(34.2985, -118.5084),3
(34.2985, -118.5215),12
(34.2986, -118.4161),7
(34.2986, -118.4166),3
(34.2986, -118.4419),7
(34.2986, -118.4577),49
(34.2986, -118.4946),3
(34.2986, -118.5123),3
(34.2986, -118.576),3
(34.2987, -118.4221),14
(34.2987, -118.4401),59
(34.2987, -118.4417),11
(34.2987, -118.462),48
(34.2987, -118.4951),8
(34.2987, -118.5017),3
(34.2987, -118.5155),14
(34.2987, -118.5175),9
(34.2988, -118.4237),23
(34.2988, -118.4252),22
(34.2988, -118.4434),12
(34.2988, -118.4448),32
(34.2988, -118.4463),14
(34.2988, -118.4656),1
(34.2988, -118.4986),5
(34.2988, -118.5053),1
(34.2988, -118.5065),9
(34.2988, -118.5076),9
(34.2988, -118.5085),10
(34.2988, -118.519),2
(34.2988, -118.5195),5
(34.2988, -118.5215),10
(34.2989, -118.448),21
(34.2989, -118.4709),23
(34.299, -118.4725),10
(34.299, -118.5027),8
(34.299, -118.5033),20
(34.299, -118.5112),3
(34.2991, -118.4153),6
(34.2991, -118.4166),2
(34.2991, -118.4638),36
(34.2991, -118.5076),3
(34.2992, -118.4172),3
(34.2992, -118.4191),9
(34.2992, -118.4195),3
(34.2992, -118.4517),43
(34.2992, -118.4592),68
(34.2992, -118.468),6
(34.2992, -118.4728),15
(34.2992, -118.5756),1
(34.2993, -118.4428),7
(34.2993, -118.4552),46
(34.2993, -118.4661),6
(34.2993, -118.4717),2
(34.2993, -118.501),2
(34.2993, -118.5803),4
(34.2994, -118.4169),20
(34.2994, -118.4193),6
(34.2994, -118.4259),4
(34.2994, -118.4391),100
(34.2994, -118.4441),5
(34.2994, -118.4455),1
(34.2994, -118.4487),24
(34.2994, -118.4537),19
(34.2994, -118.4589),1
(34.2994, -118.471),9
(34.2994, -118.5056),13
(34.2995, -118.4216),40
(34.2995, -118.4392),74
(34.2995, -118.4457),2
(34.2995, -118.4588),12
(34.2995, -118.4719),1
(34.2996, -118.4158),1
(34.2996, -118.448),1
(34.2996, -118.4522),54
(34.2996, -118.4548),17
(34.2996, -118.4631),7
(34.2996, -118.5086),1
(34.2996, -118.5132),6
(34.2997, -118.4598),220
(34.2997, -118.4696),13
(34.2998, -118.4143),7
(34.2998, -118.4492),5
(34.2998, -118.5058),4
(34.2998, -118.5775),1
(34.2999, -118.4162),1
(34.2999, -118.4992),6
(34.2999, -118.51),4
(34.3, -118.4185),20
(34.3, -118.425),10
(34.3, -118.4495),1
(34.3, -118.4671),3
(34.3, -118.4713),27
(34.3, -118.5132),13
(34.3001, -118.4164),1
(34.3001, -118.4596),15
(34.3001, -118.4604),33
(34.3001, -118.4691),2
(34.3001, -118.4968),1
(34.3001, -118.5059),6
(34.3001, -118.5146),1
(34.3002, -118.4401),3
(34.3002, -118.445),15
(34.3002, -118.4631),1
(34.3002, -118.474),1
(34.3002, -118.507),10
(34.3002, -118.525),2
(34.3003, -118.4639),18
(34.3003, -118.4653),4
(34.3004, -118.448),49
(34.3004, -118.5086),1
(34.3004, -118.516),14
(34.3005, -118.4146),5
(34.3005, -118.416),7
(34.3005, -118.46),14
(34.3005, -118.4678),24
(34.3005, -118.4744),49
(34.3005, -118.5217),9
(34.3006, -118.4132),5
(34.3006, -118.4242),7
(34.3006, -118.4471),20
(34.3006, -118.4602),3
(34.3006, -118.4719),11
(34.3006, -118.5074),1
(34.3006, -118.5111),17
(34.3006, -118.5169),1
(34.3007, -118.419),1
(34.3007, -118.4536),10
(34.3007, -118.4747),65
(34.3007, -118.5055),3
(34.3007, -118.51),2
(34.3008, -118.414),24
(34.3008, -118.4259),15
(34.3008, -118.4273),21
(34.3008, -118.4377),34
(34.3008, -118.4458),22
(34.3008, -118.4531),3
(34.3008, -118.4647),30
(34.3008, -118.4733),22
(34.3008, -118.5162),1
(34.3009, -118.4172),16
(34.3009, -118.4188),1
(34.3009, -118.441),100
(34.3009, -118.4442),28
(34.3009, -118.4474),1
(34.3009, -118.4489),33
(34.3009, -118.4507),78
(34.3009, -118.4539),38
(34.3009, -118.4572),30
(34.3009, -118.4696),41
(34.3009, -118.5079),7
(34.3009, -118.518),1
(34.301, -118.449),3
(34.301, -118.454),5
(34.301, -118.4616),8
(34.301, -118.4631),2
(34.301, -118.5151),9
(34.301, -118.5251),5
(34.3011, -118.4194),10
(34.3011, -118.4672),8
(34.3011, -118.5027),6
(34.3011, -118.5047),4
(34.3011, -118.5194),7
(34.3012, -118.4117),26
(34.3012, -118.4234),27
(34.3012, -118.4248),12
(34.3012, -118.4643),24
(34.3012, -118.5064),4
(34.3012, -118.5146),4
(34.3013, -118.4406),5
(34.3013, -118.5226),7
(34.3014, -118.4265),1
(34.3014, -118.4533),2
(34.3014, -118.514),2
(34.3014, -118.5172),12
(34.3015, -118.4114),4
(34.3015, -118.4194),2
(34.3015, -118.4387),4
(34.3015, -118.4418),24
(34.3015, -118.4468),1
(34.3015, -118.4581),4
(34.3015, -118.4726),2
(34.3015, -118.4758),64
(34.3015, -118.5065),1
(34.3015, -118.5098),4
(34.3016, -118.4172),16
(34.3016, -118.4499),5
(34.3016, -118.4525),1
(34.3016, -118.5108),4
(34.3017, -118.4162),8
(34.3017, -118.4522),1
(34.3017, -118.465),13
(34.3017, -118.4693),11
(34.3017, -118.4723),1
(34.3017, -118.5134),6
(34.3017, -118.5254),1
(34.3018, -118.4358),6
(34.3018, -118.4459),1
(34.3018, -118.4538),8
(34.3018, -118.4724),3
(34.3019, -118.4463),4
(34.3019, -118.4496),5
(34.3019, -118.513),4
(34.3019, -118.5173),2
(34.3019, -118.523),11
(34.302, -118.4435),6
(34.302, -118.4537),8
(34.302, -118.4575),26
(34.302, -118.4587),12
(34.302, -118.4662),14
(34.302, -118.4978),13
(34.302, -118.5007),7
(34.302, -118.5072),1
(34.3021, -118.4381),14
(34.3021, -118.4467),161
(34.3021, -118.4478),1
(34.3021, -118.5078),5
(34.3021, -118.5083),2
(34.3021, -118.5205),14
(34.3022, -118.4139),28
(34.3022, -118.4287),1
(34.3022, -118.4362),13
(34.3022, -118.4395),5
(34.3022, -118.4427),31
(34.3022, -118.4445),21
(34.3022, -118.4492),34
(34.3022, -118.4631),9
(34.3022, -118.5115),4
(34.3023, -118.4187),3
(34.3023, -118.4474),5
(34.3023, -118.448),1
(34.3023, -118.4525),5
(34.3023, -118.4557),40
(34.3023, -118.4701),4
(34.3023, -118.4769),56
(34.3023, -118.498),8
(34.3023, -118.5107),1
(34.3023, -118.5127),2
(34.3024, -118.413),7
(34.3024, -118.4218),2
(34.3024, -118.4463),7
(34.3024, -118.5044),4
(34.3024, -118.5096),8
(34.3024, -118.5174),20
(34.3025, -118.447),5
(34.3025, -118.4669),46
(34.3026, -118.417),1
(34.3026, -118.419),3
(34.3026, -118.4248),7
(34.3026, -118.4449),7
(34.3026, -118.4561),1
(34.3026, -118.5023),11
(34.3026, -118.5123),3
(34.3027, -118.4468),8
(34.3027, -118.4487),8
(34.3027, -118.4553),27
(34.3027, -118.4629),5
(34.3027, -118.4654),1
(34.3027, -118.4728),22
(34.3028, -118.4265),13
(34.3028, -118.4269),28
(34.3028, -118.4355),46
(34.3028, -118.4404),22
(34.3028, -118.4531),14
(34.3028, -118.5022),8
(34.3029, -118.4372),26
(34.3029, -118.442),9
(34.3029, -118.4436),38
(34.3029, -118.4517),17
(34.3029, -118.4565),9
(34.3029, -118.4693),4
(34.3029, -118.4709),33
(34.3029, -118.4742),9
(34.3029, -118.5043),11
(34.3029, -118.5086),5
(34.303, -118.4161),6
(34.303, -118.4299),11
(34.303, -118.4454),5
(34.303, -118.455),1
(34.303, -118.4778),10
(34.303, -118.4996),17
(34.3031, -118.4188),1
(34.3031, -118.4467),2
(34.3031, -118.4677),23
(34.3032, -118.48),1
(34.3032, -118.5076),11
(34.3033, -118.414),35
(34.3033, -118.4206),15
(34.3034, -118.4138),69
(34.3034, -118.4156),3
(34.3034, -118.4164),3
(34.3034, -118.4257),36
(34.3034, -118.4271),20
(34.3034, -118.4571),26
(34.3034, -118.4646),18
(34.3034, -118.4715),4
(34.3034, -118.4796),11
(34.3034, -118.5071),1
(34.3034, -118.5135),1
(34.3035, -118.419),18
(34.3035, -118.4347),2
(34.3035, -118.438),44
(34.3035, -118.4412),2
(34.3035, -118.4463),3
(34.3035, -118.5111),9
(34.3035, -118.5117),3
(34.3036, -118.4445),3
(34.3036, -118.4477),9
(34.3036, -118.4493),28
(34.3036, -118.4509),4
(34.3036, -118.4542),6
(34.3036, -118.501),15
(34.3037, -118.4267),10
(34.3037, -118.4286),1
(34.3037, -118.4361),7
(34.3037, -118.5089),5
(34.3037, -118.514),11
(34.3039, -118.4358),40
(34.3039, -118.4457),7
(34.3039, -118.4654),18
(34.3039, -118.4789),64
(34.304, -118.4177),8
(34.304, -118.4263),6
(34.304, -118.4406),26
(34.3041, -118.4129),1
(34.3041, -118.4135),3
(34.3041, -118.4162),18
(34.3041, -118.434),11
(34.3041, -118.5148),11
(34.3042, -118.4161),2
(34.3042, -118.4389),30
(34.3042, -118.4421),32
(34.3042, -118.4453),2
(34.3042, -118.4485),12
(34.3042, -118.4518),1
(34.3042, -118.4582),16
(34.3042, -118.5173),1
(34.3043, -118.4186),5
(34.3043, -118.4273),8
(34.3043, -118.4353),1
(34.3043, -118.4438),7
(34.3043, -118.4469),15
(34.3043, -118.4534),35
(34.3043, -118.4551),43
(34.3043, -118.4726),64
(34.3043, -118.511),5
(34.3044, -118.4138),1
(34.3044, -118.4151),6
(34.3044, -118.4304),4
(34.3044, -118.4521),1
(34.3044, -118.4677),1
(34.3044, -118.4693),37
(34.3045, -118.4195),2
(34.3045, -118.4355),8
(34.3045, -118.4482),7
(34.3045, -118.5043),4
(34.3045, -118.5046),24
(34.3045, -118.5092),14
(34.3046, -118.4211),30
(34.3046, -118.4661),45
(34.3046, -118.5077),16
(34.3047, -118.4178),4
(34.3047, -118.419),8
(34.3047, -118.4383),25
(34.3047, -118.4447),1
(34.3047, -118.5017),9
(34.3048, -118.4307),5
(34.3048, -118.4333),239
(34.3048, -118.4347),29
(34.3048, -118.4365),2
(34.3048, -118.4397),12
(34.3048, -118.4479),10
(34.3049, -118.4266),4
(34.3049, -118.443),5
(34.3049, -118.4462),29
(34.3049, -118.4495),3
(34.3049, -118.4527),6
(34.3049, -118.4658),24
(34.3049, -118.4756),97
(34.305, -118.4543),1
(34.305, -118.4559),1
(34.3051, -118.4142),12
(34.3051, -118.4193),3
(34.3051, -118.4267),3
(34.3051, -118.4819),2
(34.3051, -118.5066),2
(34.3052, -118.4268),1
(34.3052, -118.4277),101
(34.3052, -118.4426),31
(34.3052, -118.4669),1
(34.3052, -118.516),6
(34.3053, -118.4492),1
